# color images
# file: 'rgbd_dataset_freiburg1_360.bag'
# timestamp filename
1305031790.645155 rgb/1305031790.645155.png
1305031790.681208 rgb/1305031790.681208.png
1305031790.713097 rgb/1305031790.713097.png
1305031790.745223 rgb/1305031790.745223.png
1305031790.781258 rgb/1305031790.781258.png
1305031790.813207 rgb/1305031790.813207.png
1305031790.845151 rgb/1305031790.845151.png
1305031790.882094 rgb/1305031790.882094.png
1305031790.913129 rgb/1305031790.913129.png
1305031790.945171 rgb/1305031790.945171.png
1305031790.981159 rgb/1305031790.981159.png
1305031791.013075 rgb/1305031791.013075.png
1305031791.045137 rgb/1305031791.045137.png
1305031791.081293 rgb/1305031791.081293.png
1305031791.113136 rgb/1305031791.113136.png
1305031791.145096 rgb/1305031791.145096.png
1305031791.181287 rgb/1305031791.181287.png
1305031791.213098 rgb/1305031791.213098.png
1305031791.245087 rgb/1305031791.245087.png
1305031791.281340 rgb/1305031791.281340.png
1305031791.313088 rgb/1305031791.313088.png
1305031791.345123 rgb/1305031791.345123.png
1305031791.382161 rgb/1305031791.382161.png
1305031791.413087 rgb/1305031791.413087.png
1305031791.445165 rgb/1305031791.445165.png
1305031791.481375 rgb/1305031791.481375.png
1305031791.513084 rgb/1305031791.513084.png
1305031791.545065 rgb/1305031791.545065.png
1305031791.581127 rgb/1305031791.581127.png
1305031791.613194 rgb/1305031791.613194.png
1305031791.645074 rgb/1305031791.645074.png
1305031791.681062 rgb/1305031791.681062.png
1305031791.713242 rgb/1305031791.713242.png
1305031791.745148 rgb/1305031791.745148.png
1305031791.781286 rgb/1305031791.781286.png
1305031791.813247 rgb/1305031791.813247.png
1305031791.845123 rgb/1305031791.845123.png
1305031791.881072 rgb/1305031791.881072.png
1305031791.913193 rgb/1305031791.913193.png
1305031791.948998 rgb/1305031791.948998.png
1305031791.981259 rgb/1305031791.981259.png
1305031792.013213 rgb/1305031792.013213.png
1305031792.050221 rgb/1305031792.050221.png
1305031792.081058 rgb/1305031792.081058.png
1305031792.113127 rgb/1305031792.113127.png
1305031792.149109 rgb/1305031792.149109.png
1305031792.181099 rgb/1305031792.181099.png
1305031792.213166 rgb/1305031792.213166.png
1305031792.249088 rgb/1305031792.249088.png
1305031792.281069 rgb/1305031792.281069.png
1305031792.313073 rgb/1305031792.313073.png
1305031792.349198 rgb/1305031792.349198.png
1305031792.381062 rgb/1305031792.381062.png
1305031792.413074 rgb/1305031792.413074.png
1305031792.449168 rgb/1305031792.449168.png
1305031792.481098 rgb/1305031792.481098.png
1305031792.513052 rgb/1305031792.513052.png
1305031792.549157 rgb/1305031792.549157.png
1305031792.581136 rgb/1305031792.581136.png
1305031792.613102 rgb/1305031792.613102.png
1305031792.649254 rgb/1305031792.649254.png
1305031792.681063 rgb/1305031792.681063.png
1305031792.713116 rgb/1305031792.713116.png
1305031792.749097 rgb/1305031792.749097.png
1305031792.781106 rgb/1305031792.781106.png
1305031792.813144 rgb/1305031792.813144.png
1305031792.849022 rgb/1305031792.849022.png
1305031792.881064 rgb/1305031792.881064.png
1305031792.913316 rgb/1305031792.913316.png
1305031792.949047 rgb/1305031792.949047.png
1305031792.981139 rgb/1305031792.981139.png
1305031793.013059 rgb/1305031793.013059.png
1305031793.049115 rgb/1305031793.049115.png
1305031793.081172 rgb/1305031793.081172.png
1305031793.113126 rgb/1305031793.113126.png
1305031793.149098 rgb/1305031793.149098.png
1305031793.181113 rgb/1305031793.181113.png
1305031793.213203 rgb/1305031793.213203.png
1305031793.249128 rgb/1305031793.249128.png
1305031793.281300 rgb/1305031793.281300.png
1305031793.313159 rgb/1305031793.313159.png
1305031793.349110 rgb/1305031793.349110.png
1305031793.381139 rgb/1305031793.381139.png
1305031793.413790 rgb/1305031793.413790.png
1305031793.449092 rgb/1305031793.449092.png
1305031793.481359 rgb/1305031793.481359.png
1305031793.513246 rgb/1305031793.513246.png
1305031793.549071 rgb/1305031793.549071.png
1305031793.581157 rgb/1305031793.581157.png
1305031793.613153 rgb/1305031793.613153.png
1305031793.649429 rgb/1305031793.649429.png
1305031793.681107 rgb/1305031793.681107.png
1305031793.713169 rgb/1305031793.713169.png
1305031793.749040 rgb/1305031793.749040.png
1305031793.781106 rgb/1305031793.781106.png
1305031793.813185 rgb/1305031793.813185.png
1305031793.849143 rgb/1305031793.849143.png
1305031793.881130 rgb/1305031793.881130.png
1305031793.913043 rgb/1305031793.913043.png
1305031793.949037 rgb/1305031793.949037.png
1305031793.981122 rgb/1305031793.981122.png
1305031794.013091 rgb/1305031794.013091.png
1305031794.049085 rgb/1305031794.049085.png
1305031794.081104 rgb/1305031794.081104.png
1305031794.113117 rgb/1305031794.113117.png
1305031794.149250 rgb/1305031794.149250.png
1305031794.181114 rgb/1305031794.181114.png
1305031794.213850 rgb/1305031794.213850.png
1305031794.249049 rgb/1305031794.249049.png
1305031794.281224 rgb/1305031794.281224.png
1305031794.313689 rgb/1305031794.313689.png
1305031794.349120 rgb/1305031794.349120.png
1305031794.381128 rgb/1305031794.381128.png
1305031794.414141 rgb/1305031794.414141.png
1305031794.448978 rgb/1305031794.448978.png
1305031794.481048 rgb/1305031794.481048.png
1305031794.513623 rgb/1305031794.513623.png
1305031794.549055 rgb/1305031794.549055.png
1305031794.581098 rgb/1305031794.581098.png
1305031794.613605 rgb/1305031794.613605.png
1305031794.649050 rgb/1305031794.649050.png
1305031794.681066 rgb/1305031794.681066.png
1305031794.713569 rgb/1305031794.713569.png
1305031794.749055 rgb/1305031794.749055.png
1305031794.781053 rgb/1305031794.781053.png
1305031794.813436 rgb/1305031794.813436.png
1305031794.849048 rgb/1305031794.849048.png
1305031794.881088 rgb/1305031794.881088.png
1305031794.913315 rgb/1305031794.913315.png
1305031794.948993 rgb/1305031794.948993.png
1305031794.981050 rgb/1305031794.981050.png
1305031795.013529 rgb/1305031795.013529.png
1305031795.049021 rgb/1305031795.049021.png
1305031795.081170 rgb/1305031795.081170.png
1305031795.113213 rgb/1305031795.113213.png
1305031795.149077 rgb/1305031795.149077.png
1305031795.181142 rgb/1305031795.181142.png
1305031795.213481 rgb/1305031795.213481.png
1305031795.249044 rgb/1305031795.249044.png
1305031795.281099 rgb/1305031795.281099.png
1305031795.312920 rgb/1305031795.312920.png
1305031795.349100 rgb/1305031795.349100.png
1305031795.381002 rgb/1305031795.381002.png
1305031795.413224 rgb/1305031795.413224.png
1305031795.449070 rgb/1305031795.449070.png
1305031795.481096 rgb/1305031795.481096.png
1305031795.513242 rgb/1305031795.513242.png
1305031795.549114 rgb/1305031795.549114.png
1305031795.581136 rgb/1305031795.581136.png
1305031795.613267 rgb/1305031795.613267.png
1305031795.649064 rgb/1305031795.649064.png
1305031795.681015 rgb/1305031795.681015.png
1305031795.713123 rgb/1305031795.713123.png
1305031795.749082 rgb/1305031795.749082.png
1305031795.781166 rgb/1305031795.781166.png
1305031795.813074 rgb/1305031795.813074.png
1305031795.849070 rgb/1305031795.849070.png
1305031795.881078 rgb/1305031795.881078.png
1305031795.913138 rgb/1305031795.913138.png
1305031795.949065 rgb/1305031795.949065.png
1305031795.981148 rgb/1305031795.981148.png
1305031796.013148 rgb/1305031796.013148.png
1305031796.049088 rgb/1305031796.049088.png
1305031796.081227 rgb/1305031796.081227.png
1305031796.113719 rgb/1305031796.113719.png
1305031796.149087 rgb/1305031796.149087.png
1305031796.181009 rgb/1305031796.181009.png
1305031796.213056 rgb/1305031796.213056.png
1305031796.249114 rgb/1305031796.249114.png
1305031796.281099 rgb/1305031796.281099.png
1305031796.313206 rgb/1305031796.313206.png
1305031796.349054 rgb/1305031796.349054.png
1305031796.381169 rgb/1305031796.381169.png
